signature,n,elements
aadrtí,2,tardía|traída
aceillnor,2,canillero|carilleno
admorru,2,murador|morruda
adiin,2,india|nidia
amsu,2,musa|suma
addeintu,2,tenuidad|dientuda
aaacrrtu,3,acuartar|carruata|arcatura
billoot,2,botillo|tobillo
addeoprru,2,podredura|depurador
eeoqrsu,3,quesero|sequero|esquero
adeegnorr,3,generador|rengadero|renegador
aadlov,2,lavado|volada
aeeinnrtv,2,antevenir|veintenar
aairrz,2,zarria|arriaz
aadeenrsst,2,desenastar|desasentar
bdeillo,2,libeldo|bellido
aeeiimnorstt,2,testimoniera|estiramiento
addeiinorv,2,envidiador|divinadero
aehnorru,2,huronear|huronera
aaabcers,2,sacabera|arabesca
adeenrt,3,atender|tendera|dentera
beorí,2,beorí|íbero
deimnoost,2,inmodesto|demostino
aachmr,3,machar|marcha|chamar
aist,2,sita|tasi
aaiiloptv,2,paliativo|opilativa
acdoru,2,cuadro|curado
aadnorr,2,adornar|andorra
abelmo,2,lambeo|ambleo
adelnoorv,2,novelador|volandero
acior,3,coria|ociar|cario
acceirtuá,2,eucrática|urticácea
amrtu,2,murta|turma
aagiilrt,2,agilitar|litargia
aacht,2,tacha|chata
acegl,2,gacel|galce
aacilnno,2,nacional|calonnia
aaceeinrs,2,necesaria|aneciarse
aalpr,2,parla|paral
ccinoor,2,corcino|crocino
aelnort,2,entolar|alterno
eor,2,reo|ero
aabdlmoru,2,umbralado|alumbrado
aaeeprstñ,2,esparteña|pestañear
acdeelrt,2,delectar|decretal
adeeimnnoprt,2,predominante|prendamiento
aacfrrtu,2,facturar|fractura
bciimoor,2,microbio|cimborio
aachl,2,chala|lacha
eilnr,2,lenir|renil
abrtu,2,turba|bruta
deenort,2,tenedor|tendero
bceoru,2,cubero|bucero
aalnrz,2,lanzar|ranzal
acemors,2,escomar|cremosa
aeorss,3,sosera|asesor|serosa
cilort,2,lictor|cortil
aaaacdjnr,2,rancajada|jacaranda
belloor,2,rebollo|bollero
aaaddn,2,andada|adnada
aabls,2,balsa|salab
aaacirt,2,acitara|atriaca
aaacdnorz,2,acordanza|coraznada
aagillnos,2,sagallino|gallinosa
eemrst,2,termes|mester
acceors,2,escocar|corcesa
aeopss,2,posesa|esposa
aafgoorrs,2,farragoso|fragorosa
acenor,4,canero|encaro|oncear|enocar
aamrs,3,marsa|asmar|masar
abenrtu,3,entubar|betunar|bruneta
adeeirstv,2,revestida|detersiva
aaaeimnrs,2,semanaria|erasmiana
abcooss,2,boscosa|bascoso
acddeeors,2,desecador|desacorde
adefiorrs,2,sofridera|resfriado
aacgint,2,cantiga|catinga
aeelrrt,2,letrear|letrera
cceeorr,2,recocer|coercer
abegil,2,agible|bielga
agot,3,gato|gota|toga
aeejnoprs,2,personaje|esponjera
beloor,2,bolero|lobero
aaclott,3,lactato|tacotal|catotal
achinr,2,hincar|chinar
anost,2,santo|sonta
emorsí,2,mísero|ormesí
aceerrst,2,estercar|secretar
aioors,2,osario|airoso
aciorñ,2,cariño|roñica
acimstí,2,ístmica|mística
aailnopr,2,apolinar|parolina
einort,3,nietro|tierno|trineo
aaeinrt,2,reatina|aretina
cotu,2,cuto|tuco
adefiln,2,delfina|alfinde
abdelo,2,baldeo|albedo
aaciioprst,2,pastoricia|piscatoria
acerr,2,crear|cerra
aacdeiorrt,2,recitadora|terciadora
adil,2,ladi|dial
aaelmr,3,amelar|rameal|malear
acloz,2,colza|calzo
aaijnoprrt,2,pintarroja|pintarrajo
hioops,2,hiposo|hisopo
aelov,2,volea|alevo
aejlo,2,jaleo|olaje
aadlos,3,losada|salado|solada
aaccdefiiorrs,2,sacrificadero|escarificador
aafilmor,2,almifora|oriflama
accehors,2,escarcho|cosechar
aceioprrst,2,escriptora|cerristopa
aadfmoru,2,mofadura|fumadora
aabilst,2,balista|bisalta
aaaddnru,2,nadadura|andadura
aacfl,2,flaca|falca
aacirsst,2,catarsis|sacrista
aabelnt,2,abental|balante
achrru,2,churra|ruchar
aaabcrr,3,barraca|cabarra|abarcar
adginu,2,ungida|guinda
abilno,3,albino|lobina|bolina
agnot,2,tonga|tango
deemnort,3,demontre|tremendo|mordente
coop,2,copo|poco
aclort,3,torcal|trocla|cotral
aegilnru,2,guarniel|narguile
aipr,2,pira|piar
cceor,2,cocer|cerco
acelpr,2,placer|percal
aaipr,2,piara|paria
aaaegrrrz,2,arrezagar|arregazar
foot,2,tofo|foto
aacellnt,2,callante|centalla
cloorsu,2,colusor|lucroso
bloo,2,lobo|bolo
abcilo,2,bacilo|calibo
emost,2,mesto|moste
aatz,2,zata|taza
abdeoors,3,sobadero|resobado|soberado
aaimrtz,3,tamizar|tamariz|matizar
aimrt,2,timar|mitra
aaamnortz,2,matronaza|montaraza
cegilnooó,2,neológico|enológico
abglou,2,albugo|goluba
aeemns,2,esmena|menesa
aacelnrtu,4,calentura|enculatar|catenular|culterana
aeginrs,2,resigna|seringa
aaamrñ,2,maraña|amañar
aadiopr,2,piadora|parodia
adeiirvv,2,vividera|rediviva
aaellrt,2,lateral|llareta
agir,2,gira|agir
aabdrsu,2,busarda|absurda
achiipr,2,chiripa|chirpia
aeemrst,2,maestre|estemar
aceegnort,2,antecoger|engocetar
acdelo,2,caldeo|alcedo
aalr,2,rala|alar
aaddeimrrs,2,desmarrida|desmaridar
ceoorr,2,rocero|correo
cior,3,rico|icor|cori
aafiort,2,ataifor|atrofia
aejnrvó,2,varejón|arvejón
aaacmr,3,acamar|maraca|carama
adefnor,2,ofrenda|fondear
aeenstt,2,estante|setenta
aadefiort,2,fedatario|afeitador
acdloortu,2,ocultador|torculado
acloor,2,corola|carolo
abeiinot,2,ebionita|abietino
eeenprt,2,repente|pernete
aacdelo,2,coleada|ocelada
acefloorrí,2,coralífero|calorífero
aeinorstt,2,nietastro|trasnieto
aimqu,2,quima|maqui
acirst,2,trisca|crista
anptó,2,tapón|patón
aeimoqrstu,2,morisqueta|mosquitera
aacilv,2,laciva|cavial
aaeiilrrt,2,literaria|litrariea
aaddelmo,2,modelada|moldeada
adelov,2,dovela|velado
aagmnot,2,maganto|tamango
acflrtuu,2,fluctuar|fructual
abcceefiilrt,2,certificable|rectificable
aaijlv,2,valija|lavija
aadjnor,2,andrajo|jornada
aceeeimnnoprst,2,encrespamiento|menospreciante
ceor,3,roce|ocre|cero
aejlru,2,alejur|lejura
aceelrr,2,recelar|celerar
aemnoor,2,ramoneo|romaneo
aaacghnrr,2,changarra|garrancha
deilmoor,2,rodomiel|remolido
abehmr,2,hembra|hambre
anors,2,sorna|sonar
aaceelrr,2,lacerear|acelerar
aeeimnnrtt,2,trementina|terminante
mooopps,2,pomposo|sompopo
aaadorst,2,tasadora|atrasado
acdeiz,2,acidez|cediza
afor,3,afro|faro|frao
aacchir,2,ricacha|achicar
cdeeiorst,2,icterodes|discreteo
aacillst,2,castilla|callista
aaceijr,2,raiceja|ajicera
aadioprs,3,pisadora|rapsodia|aspirado
ceeemorrs,2,esmorecer|recomerse
aaadepprr,2,preparada|parpadear
afrtu,3,trufa|fruta|tafur
adeinstt,2,dentista|distante
aabeilrs,2,abiselar|silabear
deemort,2,temedor|metedor
abeenrs,2,bernesa|ensebar
acelno,2,canelo|encalo
aacgill,2,gacilla|glacial
aacdeehr,2,echadera|hacedera
aajmorr,2,mojarra|marrajo
cdeosu,2,escudo|decuso
enosu,2,sueno|nueso
aadeemnrtu,2,raudamente|arduamente
aaeijrv,2,viajera|aviejar
aamnorí,2,armonía|romanía
aagmrru,2,magrura|agrumar
aadegnort,2,dragontea|argentado
acillmoor,2,lloramico|amorcillo
aaeoprrs,2,raposear|raposera
acimostá,2,somática|asmático
adilmotu,2,ultimado|mutilado
acdeiorrz,2,corrediza|cerradizo
ailm,2,lima|alim
aaacllr,2,caralla|acallar
aortt,2,torta|trato
aacdfoorsu,2,sufocadora|ofuscadora
aaaacdlnor,2,acanalador|alacranado
aeioprt,2,epirota|aprieto
aapy,2,yapa|paya
aceent,2,tenace|enteca
aaelorrt,2,altarero|relatora
acenstó,3,estacón|casetón|secatón
aaeillnrrs,2,serranilla|enrasillar
elopr,3,proel|perol|prole
ciinorst,2,inscrito|cristino
aaefilrt,2,afleitar|filatera
aaceefilmnt,2,malfaciente|facialmente
acné,2,cané|acné
abcello,3,cabello|bellaco|cebolla
adeinorst,2,sentidora|disantero
aacinnor,2,craniano|nacarino
cdeinos,2,sencido|censido
addeimnor,2,menoridad|enormidad
aacins,2,casina|sicana
aagint,2,antiga|gitana
aaiinns,2,insania|asinina
aaeelnpt,2,panetela|apelante
aalnos,3,solana|lanosa|alosna
ailno,2,loina|linao
aceerrtí,3,certería|tercería|cetrería
aaenrstu,2,reasunta|ausentar
aeilmnpt,2,pimental|tempanil
aadglnoru,2,longadura|granulado
aegimnos,2,magnesio|gemonias
aaabelmrr,2,alambrear|alambrera
aacellmnoí,2,melancolía|malencolía
adioqrtu,2,quitador|traquido
aabdeorrt,2,trabadero|rebatador
abeil,2,biela|baile
deimo,2,miedo|medio
aceefhlrtu,2,chufletear|chufletera
adilpá,2,pálida|lápida
aaenorst,3,sotanear|artesano|toresana
aceennorr,2,enconrear|encerrona
aeillpr,2,perilla|pillear
agnos,2,sango|ganso
aaabcinrt,2,bactriana|cantabria
aeprtu,2,putear|puerta
aadenot,2,anteado|deanato
aeelmnost,2,salmonete|solamente
acdeinrs,2,candirse|escandir
abjo,2,bajo|boja
acdinorsó,2,sardónico|adsorción
aadeehmnrrs,2,hermandarse|deshermanar
acfisu,2,fuisca|fucsia
acill,2,lilac|cilla
ailopr,2,opilar|piolar
aailtv,2,altiva|latvia
aacelr,3,clarea|calera|lacear
afinorsu,2,infosura|fusionar
aderuz,2,rudeza|dureza
aegrtu,2,tregua|guarte
adefir,2,ferida|defiar
aejorr,2,rojear|arroje
aaeelrss,2,aselarse|salearse
abdeloor,3,boleador|arboledo|odorable
aacdorr,2,acordar|arcador
anprtuu,2,puntuar|puntura
adeemoqru,2,requemado|quemadero
aaffgiilooorrtt,2,fotolitografiar|litofotografiar
abceoorrs,2,sobrearco|sobrecaro
aceinpt,2,picante|pectina
bnorí,2,robín|borní
acforsu,2,sufocar|ofuscar
hnoor,2,honor|horno
afin,2,anfi|fina
aabceenrstt,2,cabestrante|cabrestante
adegnos,3,nesgado|desgano|dengosa
aaillnr,2,ranilla|anillar
aabellst,2,saltable|ballesta
ceginoré,2,enérgico|genérico
acdinoorr,2,coordinar|coriandro
aeeinst,2,anisete|sainete
aellorrs,2,resollar|serrallo
aaacelrrtu,2,caratulera|acuartelar
achilr,2,chirla|chilar
aaefilrr,2,frailera|frailear
aceenorrr,2,encorrear|carnerero
beoorz,3,rebozo|berozo|robezo
acdiorr,2,corrida|criador
aagilmnrr,2,milgranar|malingrar
acdeemor,2,mecedora|comedera
aboost,2,tobosa|botosa
aacceimnnor,2,cincoenrama|necromancia
allorr,2,llorar|rollar
deoprtí,2,trípode|díptero
aadinnr,2,nardina|andrina
aborrtu,2,obturar|baturro
aeginrrst,2,restringa|restingar
aadln,2,nadal|landa
aaadilors,3,alisadora|salariado|aisladora
aceirtó,2,erótica|teórica
fiilnoo,2,infolio|filonio
einorst,2,inserto|triones
aaabelrstu,2,trasabuela|abuelastra
celoo,2,coleo|ocelo
eemrt,2,meter|temer
aabceir,2,cabreia|becaria
aegjloru,2,lugarejo|grajuelo
adeegimnnt,2,mendigante|dignamente
aaamrr,2,amarra|amarar
ailmno,2,milano|malino
aadelv,2,velada|levada
aeelprsv,2,esparvel|vesperal
acejr,2,cejar|jacer
eest,2,este|sete
aaaadllmr,2,amalladar|llamarada
aeelopst,2,pasteleo|espoleta
aagijru,2,guajira|aguijar
aaginrstu,3,signatura|angustiar|santiguar
eeegiimnnort,2,engerimiento|engreimiento
aacfiinnr,2,financiar|carininfa
aaciint,2,cianita|actinia
aaberrñ,3,berraña|barreña|rebañar
aadmorru,2,moradura|muradora
aalmno,2,almona|manola
aacels,2,escala|calesa
alorst,2,soltar|ostral
addeoorr,2,rodeador|rodadero
afilmr,2,marfil|firmal
aaadpr,2,parada|arpada
aceoz,2,acezo|zaceo
acdiloors,2,discolora|oscilador
aaabdehr,2,ahebrada|haberada
ajoorr,2,arrojo|ajorro
aeemorst,2,temerosa|masetero
aeilnt,2,telina|lienta
aprrsuu,2,supurar|usurpar
adioops,2,piadoso|adiposo
acdeiloru,2,criaduelo|cedulario
addemoor,2,moderado|redomado
abciort,2,baticor|cabrito
aacderst,2,destacar|crestada
egilnt,2,gentil|tingle
aellorv,3,llavero|vellora|orvalle
cdiloru,2,coludir|lucidor
aelv,4,vela|vale|leva|lave
aceioorrs,2,carosiero|socairero
aaprv,2,parva|prava
aaaberrt,2,baratear|baratera
aabdeorrv,2,braveador|abrevador
ilnopsé,2,néspilo|épsilon
aelnoort,2,talonero|latonero
achoz,2,choza|chazo
acirru,2,curiar|ricura
aaceforrt,2,rarefacto|forcatear
aagstuu,2,augusta|guatusa
aiinoqstu,2,quitinosa|niquitosa
aaeirt,2,arieta|ataire
aborrtá,2,báratro|ártabro
aejlmo,3,moleja|malejo|meloja
aaacder,2,acerada|careada
bceiloos,2,belicoso|obelisco
aaflt,2,falta|fatal
foor,2,foro|orfo
agnoors,2,rangoso|granoso
adenorrs,2,endorsar|ensordar
aadelmru,2,lamedura|meladura
ceefoprt,2,perfecto|prefecto
afijoprr,2,porfijar|profijar
fiot,2,fito|tifo
aeillms,2,mesilla|semilla
acelmr,2,mercal|carmel
aadenrt,4,atendar|trenada|entrada|rentada
aboot,2,otoba|boato
acdeilnu,2,enlucida|dulcinea
eoorst,3,tesoro|esotro|sorteo
aachm,2,macha|chama
aacoty,2,tocaya|cayota
aacillr,2,carilla|arcilla
acelorst,2,escoltar|celastro
abcenorr,2,broncear|encobrar
cerrtá,2,cárter|cráter
aaadrtu,2,atadura|aturada
acegnor,2,grecano|encargo
aaadimnrr,2,mandarria|amadrinar
alopté,2,tépalo|pétalo
ceioost,2,osecito|estoico
aeillprs,2,presilla|espillar
aaemrrr,2,marrear|rearmar
agjor,2,grajo|gorja
aanr,2,arna|rana
aeips,2,sepia|pesia
aegilnor,2,argelino|regional
aagllr,2,llagar|gallar
aamrr,2,marra|armar
aaabenr,2,abanera|abanear
aaceillnrst,2,encastillar|escantillar
acddeiopr,2,procedida|predicado
adeeimn,2,endemia|emienda
aabcchmu,2,cambucha|cachumba
aacllo,2,coalla|callao
acdeimr,2,medicar|decimar
aaeirrt,3,arietar|arteria|arriate
cdeeenrru,2,enrudecer|endurecer
behoors,2,herboso|hebroso
aacoprr,2,caparro|aporcar
agisu,2,sigua|guisa
cilotí,2,lítico|lícito
abeginor,2,gobierna|aborigen
celo,3,ocle|celo|cole
eemoqru,2,remoque|requemo
adelnt,3,tendal|delant|dental
aaejnorv,2,arvejona|navajero
aelt,2,tael|tela
acghou,2,guacho|gaucho
aabco,2,acabo|caoba
aadeemprr,2,emparedar|emperrada
aaiprrz,2,pizarra|parriza
acet,3,teca|cate|ceta
aadjorr,2,rajador|ajordar
aaegilnru,2,neuralgia|anguilera
afimoors,2,isomorfa|aforismo
aeijqru,2,jarique|quijera
ceenort,2,treceno|cornete
aabilt,2,albita|balita
aadlorv,2,lavador|larvado
aaccdehno,2,encachado|encochada
ceiopt,2,picote|cipote
acdeepr,2,decepar|padecer
aimmors,2,morisma|marismo
gllooru,2,gorullo|orgullo
aafrr,2,arfar|farra
aceijllop,2,pajecillo|capillejo
acde,2,ceda|deca
ailops,2,ilapso|pilosa
admno,2,mando|monda
adeorstt,2,destotra|testador
almoop,2,palomo|aplomo
adilno,2,aldino|ladino
acemr,3,merca|crema|carme
aclrru,2,lucrar|crural
admor,2,domar|mador
aacddoru,2,cuadrado|codadura
aacdeilnr,2,cardelina|candilera
aalmnors,2,almosnar|malsonar
aabcuy,2,cabuya|bayuca
cceiortuá,2,eucrático|urticáceo
acdeimorst,2,domesticar|medicastro
aenorv,3,averno|venora|verano
aadelorst,2,saltadero|salteador
aenp,2,pane|pena
defiorr,2,freidor|feridor
acehhor,2,hechora|hachero
noortu,2,toruno|rotuno
aadeimnorrt,2,terminadora|entarimador
aabdelor,2,arboleda|adorable
aains,2,asina|ansia
aimrru,2,rumiar|murria
aeprs,4,persa|pesar|serpa|presa
aaccirstó,2,sarcótica|acróstica
aeelmt,2,letame|almete
aaadllmoru,2,maulladora|amurallado
aalsté,2,tésala|alatés
abcemot,2,cambeto|combate
aacghu,2,guacha|gaucha
afot,2,fato|tafo
aaaadmort,2,amatadora|amoratada
aabeqtu,2,baqueta|tabaque
acenott,2,octante|tocante
arsu,4,usar|rusa|ursa|sura
aadeprñ,2,pradeña|preñada
aaciimnntó,2,antinómica|imantación
aaeinoprrt,2,pretoriana|antiparero
adiorrt,2,tirador|traidor
aefrz,4,feraz|rafez|freza|zafre
aaalmnosv,2,salvamano|lavamanos
aaiprr,2,pairar|aparir
egino,2,genio|niego
acder,3,cedra|cader|cerda
aabcmor,2,macabro|acombar
aceinrsv,2,enviscar|neviscar
aaaeggnrrt,2,gargantear|gargantera
aciorss,2,riscosa|carosis
adiopr,2,piador|priado
aaacdllor,2,acallador|calladora
aaort,3,atora|atoar|aorta
airrt,2,triar|tirar
aenorst,4,rentosa|tornesa|tensora|santero
ceeegnorrt,2,corregente|entrecoger
aacnrzó,2,azarcón|arcazón
abeet,2,tebea|abete
cceeenorr,2,encorecer|cencerreo
aacdeioprrst,2,descapirotar|arciprestado
aemru,2,muera|maure
aioprrt,2,pitorra|pitarro
aaacimnor,2,amaracino|acromiana
aceillors,2,casillero|caserillo
aadeflnoqu,2,alfandoque|flanqueado
aabeglr,2,albegar|balagre
aceehimn,2,chimenea|hemencia
ahijoprr,2,porhijar|prohijar
aaacdrsu,2,asurcada|sacadura
acotuz,2,cotuza|zacuto
acinrsu,2,incursa|incusar
aaadl,2,alada|adala
aaahrv,2,avahar|havara
aov,2,avo|ova
aellt,3,lleta|talle|letal
aaacdenrr,3,acernadar|carnerada|carredana
aceeeilmnr,2,melecinera|celeminear
einops,2,pienso|espino
acdirrtu,2,traducir|trucidar
aadeinprt,2,entripada|pintadera
abcelot,2,calbote|tocable
acilmnoo,2,colomina|comilona
aaadgnort,2,gratonada|adraganto
acehr,2,hacer|echar
aaacdeilnrsz,2,zascandilear|escandalizar
abehr,2,hebra|haber
aacdmors,2,moscarda|mascador
aadnru,2,adunar|anudar
aaaderstt,2,trasteada|testarada
aeelntv,2,velante|levante
aabimnr,2,nambira|birmana
aafosstu,2,faustosa|fastuosa
afno,2,fano|fona
aceiprrs,2,esparcir|precisar
aacdemor,2,recamado|maceador
eelorv,2,relevo|velero
adeilnrt,2,delintar|dintelar
aeemnort,2,temerona|menoreta
aabmnor,2,manobra|bramona
acin,2,cina|inca
acennoorrt,2,contornear|correntona
aaeinorst,3,artesiano|arseniato|senatoria
aaeoprrrs,2,sorrapear|aporrarse
abeorst,2,bastero|bostear
adiinrv,2,divinar|invadir
aaoprr,2,arrapo|aproar
motu,2,tumo|motu
aaceinors,2,cesariano|cesonaria
aacemnorr,2,romancera|romancear
aceeinnt,2,naciente|tenencia
aaaccirrz,2,cazcarria|cazarrica
aceilprs,2,cipresal|eclipsar
aaacoprsst,2,sacapotras|sacatrapos
aaccehorrr,3,cacharrero|chocarrera|chocarrear
acegimnó,2,cimógena|gemación
aeejorr,2,orejear|orejera
denntó,2,dentón|tendón
adelnors,2,londresa|lendrosa
aacegl,2,acelga|gacela
aaabdrrtu,2,trabadura|baturrada
adortí,2,traído|tardío
aacitv,2,activa|cativa
aadinoort,2,notariado|donatario
aaentv,2,avante|naveta
acdlo,2,codal|caldo
abinrtu,2,turbina|tribuna
efiorrt,2,refitor|refrito
almnopuí,2,manípulo|pulmonía
aceinrstv,2,ventrisca|ventiscar
aaeeglnrt,2,alegrante|entalegar
acdeelor,2,adolecer|celerado
abdelmoo,2,embolado|bemolado
aaabdorñ,2,abañador|bañadora
addeenoprs,2,despenador|despernado
acinorst,2,canistro|cronista
aaabilmst,2,balsamita|tambalisa
aalnpru,2,lupanar|planura
aadegors,2,segadora|dogaresa
adiostu,2,usitado|situado
aadmnor,2,madrona|mardano
beort,2,brote|trebo
aaabcnorrt,2,bancarrota|carbonatar
aaaceprrí,2,aparcería|rapacería
adeijoprs,2,despiojar|disparejo
aacenorñ,2,cañonera|cañonear
acinoqu,2,caquino|coquina
aly,2,yal|lay
abeirrtu,2,buitrear|buitrera
abdeehrrs,2,desherbar|deshebrar
aimnot,3,inmota|matino|manito
aaadeeemnprst,2,separadamente|pasaderamente
acden,2,dance|cande
ceinoprsó,2,escorpión|procesión
aacdinops,2,cispadano|sincopada
aaorv,2,avaro|aovar
aadfoorr,2,aforador|aforrado
aaoprrr,2,aporrar|arropar
aberv,3,bevra|breva|verba
acegorr,2,garcero|recargo
adgirtú,2,túrgida|túrdiga
aenrstu,2,nuestra|resunta
aadejort,2,tajadero|trajeado
aaelrs,2,salera|alarse
aahrv,2,havar|vahar
aadimoortv,2,vomitadora|motivadora
aeinors,2,seniora|senario
accinó,2,acción|cónica
eglnró,2,legrón|reglón
adeers,3,desear|sedera|sedear
aacceinnrtó,2,recantación|encartación
aadrru,2,ardura|adurar
aefooprrsí,2,saporífero|soporífera
aaaccdrsu,2,cascadura|cascaruda
aaillrst,2,astillar|salitral
aerrsv,2,servar|versar
aceirrstu,2,escritura|resucitar
adeemnru,2,menudera|menudear
aaacinnot,2,catoniana|antociana
aadelmoprs,2,espalmador|desaplomar
aaablot,2,bataola|tabaola
aaadr,2,adara|arada
aagorst,2,agostar|astrago
aaagluz,2,aguazal|alguaza
aacddennoor,2,condenadora|encordonada
abimorru,2,brumario|marrubio
aabdeirst,2,desabatir|desatibar
abceilnru,2,incurable|culebrina
aaaeimnorstt,2,metatarsiano|atrasamiento
aacdloop,2,acoplado|capolado
aaillprr,2,parrilla|arpillar
aagrs,2,sarga|grasa
acdeeimnoorrt,2,recordamiento|derrocamiento
diino,2,nidio|indio
cdeiinrrs,2,discernir|rescindir
ccdeeennot,2,concedente|condecente
aaccmo,2,macoca|macaco
aaabdirr,2,arribada|barriada
aboprr,2,pobrar|probar
aabcenr,2,encabar|barcena
aaoprst,2,apostar|pastora
aadjmo,2,majado|mojada
aaeejnrtv,2,ventajera|avejentar
adimnor,2,dominar|minador
aaaddnr,2,andrada|randada
ceiorrs,2,escirro|escorir
abeiorsstv,2,abstersivo|sobrevista
aadelnoort,2,entoladora|andalotero
abciorz,2,carbizo|cobriza
coor,2,orco|coro
aaeeemnrrtt,2,rateramente|arteramente
aaadgllru,2,garullada|galladura
aeilnrz,2,enlizar|lenizar
aemrs,2,resma|mesar
acehopr,2,chopear|chopera
cehilno,2,chileno|lechino
abcersu,2,besucar|rebusca
aeemnors,2,semanero|mesonera
adeorz,2,rezado|adrezo
aaooprst,2,apoastro|pasatoro
aceennrt,2,encentar|centenar
acdeeerr,2,derecera|creedera
aaaddilt,3,datilada|dilatada|atildada
aadiln,2,ladina|aldina
aaimnort,2,maronita|amotinar
afgoos,2,fogosa|gafoso
abeenorst,2,rebosante|tenebrosa
acddeirsu,2,descuidar|escuridad
aachirrv,2,chivarra|archivar
eiimnorst,2,intermiso|semitrino
agopr,2,pagro|pargo
achorr,2,charro|chorra
bellnoró,2,rebollón|robellón
aaderrst,2,destarar|adestrar
eopstu,2,puesto|esputo
ailrs,2,salir|lisar
abor,3,rabo|obra|broa
dfilou,2,fluido|filudo
aaccdeoor,2,acoceador|coceadora
aaccnno,2,cancano|cancona
acdnoru,2,cornuda|carnudo
aceorrtu,2,cuartero|cuatrero
aiinrtv,2,vitrina|invitar
aaadmm,2,madama|mamada
cdeimotó,2,metódico|demótico
aceinos,2,cienosa|asencio
adeinopr,2,peinador|piorneda
aairrtz,2,tarriza|artizar
aceenrtu,2,cuentera|encuarte
aciot,2,ciato|tocia
einotv,2,vinote|viento
aabelorsñ,2,sobreañal|salobreña
adfilo,2,falido|filado
deiloqsu,2,disloque|desquilo
aadelnos,2,enlosada|alesnado
aaabcdnor,2,carbonada|cabronada
abeorñ,2,rebaño|bañero
dgoo,2,dogo|godo
aadenrttu,2,turdetana|tentadura
aacilorv,2,calvario|clavario
ailprtu,2,trupial|turpial
aaceejlrí,2,celajería|aljecería
aillmnot,2,mantillo|montilla
aadelmor,2,lamedora|maleador
ceoops,2,pecoso|escopo
aegru,2,eruga|eguar
acejllo,2,colleja|callejo
aacp,2,paca|capa
aaeglmr,2,almagre|amelgar
abdlnoo,2,baldono|bodonal
eoorrtt,2,trotero|tortero
aeqru,2,raque|quera
aeglnr,2,negral|granel
aaadlnoru,2,anuladora|alunarado
aiimnrt,2,intimar|mirtina
aaacdors,2,asacador|sacadora
aceinprs,2,princesa|crespina
aallorz,2,allozar|arzolla
aacclor,2,caracol|aclocar
aejotz,2,tejazo|jetazo
aaacdru,2,acurada|arcuada
ceossu,2,escuso|suceso
aaginnu,2,guanina|anguina
aacenrv,2,caverna|envacar
acir,3,rica|cari|ciar
aabglor,2,bolagar|alborga
aacdeeilnrt,2,candiletera|candiletear
acdiu,2,cuida|diuca
aeinn,2,nenia|inane
abelrtu,2,turable|burleta
enrtí,2,retín|ínter
aaadginstu,2,angustiada|santiguada
cdeeeinrrt,2,entredecir|interceder
aaabglu,2,abulaga|baguala
aalnpzó,2,palazón|alzapón
aacdenrru,2,encuadrar|curandera
aabcdello,2,cabellado|cebollada
aaaegmnrt,2,agramante|garamante
llnoró,2,rollón|llorón
adeemort,2,metedora|temedora
acuy,2,yuca|cuya
achlo,2,chola|locha
aioprstu,2,positura|prusiato
addoorr,2,dorador|rodador
aagnpró,2,paragón|rapagón
adegorí,2,regadío|godería
achlmou,2,chulamo|malucho
aeiprrrs,2,respirar|pirrarse
ailmos,2,limosa|masilo
denooprsu,2,personudo|suponedor
aciimnnoró,2,inarmónico|minoración
aaccinot,2,accitano|occitana
aacloñ,2,calaño|caloña
aaademnor,2,amanerado|enamorada
elooprs,2,leproso|resoplo
aailns,2,salina|anisal
aabcimr,2,carimba|cambiar
ceiooprt,2,picotero|proteico
aafgnrró,2,gafarrón|garrafón
eilost,2,islote|estilo
aabj,2,jaba|baja
ilov,2,ovil|vilo
aciilmntuó,2,mutilación|ultimación
aclooy,2,colayo|caloyo
aceirru,2,cuerria|reciura
aaallnpt,2,pantalla|platanal
aacefr,2,afacer|facera
acillo,2,calilo|lloica
aadirt,2,tirada|tarida
ailnqrtu,2,tranquil|quintral
cioptí,2,pítico|típico
aefiln,2,filena|felina
aacdillno,2,canillado|canadillo
aadiinortv,2,ordinativa|invitadora
